,year,ccode,GDP,log_GDP,GDP_growth,Country,PDebt,LTrate,rminusg,population,log_population,pop_growth,CAbalance,rgNegative,primaryFB,outputgap,real_GDP_growth,ka_open,finreform,inflation,geopoliticalRisk,VIX,REER,TaxRevenue,FiscalBalance,Freedom_Index_overall,Freedom_Index_Property_Rights,lengthRGepisode,InitialPDebtRGepisode,YNRGepisode,EuroMembership,BankingCrisis,EuroCrisis,PeripheryEuroCrisis,EuroCrisis2012,GDP_World_Bank,Net_foreign_assets_World_Bank,World_GDP,LTrate_Germany,LTrate_USA,kof_econ,kof_trade,kof_financial,PeripheryEuroCrisis20082015,EuroCrisis20082015,Post2007,safe_haven_past,lead_rminusg_1,lead_rminusg_2,lead_rminusg_3,lead_rminusg_4,lead_rminusg_5,lead_rminusg_6,lead_rminusg_7,lead_rminusg_8,lead_rminusg_9,lead_rminusg_10,EuroCrisis20082012,Standalone20102012,Standalone20082012,Standalone20082015,kof_financial_df,kof_financial_dj,safe_Germany,safe_USA,safe_benchmark,Inflation_difference_Germany,Inflation_difference_USA,spread_Germany,rminusg_future3,rminusg_future5,rminusg_future10,LTrate_future3,LTrate_future5,LTrate_future10,GDP_growth_future3,GDP_growth_future5,GDP_growth_future10,PDebt_future3,PDebt_future5,PDebt_future10,Eurozone
648,1997,GBR,1342536.323,14.11007116,5.587315864,United Kingdom,43.248037,7.052592,1.465276136,58316954,17.88140342,0.257553323,-0.090017322,0,1.056615345,-0.558,4.975295008,1,1,2.201143135,33.14,22.36398406,123.3205908,465.734,-2.061255582,76.4,90,0,0,0,0,0,0,0,0,1.56E+12,-1.71E+10,3.15E+13,5.640138,6.3525,75.28,64.53,86.04,0,0,0,0.671975312,1.309565709,3.624978225,2.235308724,2.678619806,6.409725186,7.888420744,7.396449258,3.800443755,0.6350539,1.876055929,0,0,0,0,81.09,90.98,0.566222824,0.643645315,0.643645315,0.26177371,-0.136546802,1.412454,0.405875036,0.185915474,0.078147679,5.324486,5.15944,4.9132901,4.918610964,4.973524526,4.835142421,39.08722367,37.0923452,38.08284,0
649,1998,GBR,1383638.572,14.14022723,3.015607242,United Kingdom,40.970217,5.550958,2.535350758,58487141,17.88431748,0.291406085,-0.31926259,0,2.758700289,-0.095,3.707771046,1,1,1.820561637,67.31,25.60297619,129.2506823,517.114,-0.307045296,76.5,90,0,0,0,0,0,0,0,0,1.65E+12,2.52E+10,3.14E+13,4.573921,5.264167,76.26,65.07,87.46,0,0,0,0.469452116,1.465276136,1.309565709,3.624978225,2.235308724,2.678619806,6.409725186,7.888420744,7.396449258,3.800443755,0.6350539,0,0,0,0,82.97,91.96,0.609126492,0.659412264,0.659412264,0.909376336,0.268282538,0.977037,-0.536605475,-0.343730073,-0.110864459,5.117333333,4.9545668,4.8172668,5.653938809,5.298296873,4.928131259,36.769507,35.9841842,38.9229068,0
650,1999,GBR,1432522.708,14.17494758,3.47203458,United Kingdom,39.497563,5.093525,1.62149042,58682466,17.88765153,0.333405882,-2.516201619,0,3.189850484,0.114,3.29520162,1,1,1.752950801,50.57,24.37297619,129.106405,537.913,0.632362333,76.2,90,0,0,0,0,0,0,0,0,1.68E+12,3.54E+09,3.26E+13,4.49061,5.636667,78.45,67.11,89.79,0,0,0,0.313413142,2.535350758,1.465276136,1.309565709,3.624978225,2.235308724,2.678619806,6.409725186,7.888420744,7.396449258,3.800443755,0,0,0,0,86.96,92.62,0.673673786,0.689100043,0.689100043,1.167517657,-0.435076396,0.602915,-1.075754603,-0.88046361,0.462860126,5.050905667,4.9123152,4.672666,6.126660269,5.79277881,4.209805874,34.997982,35.7610332,41.3043799,0
651,2000,GBR,1556000.788,14.25762949,8.268191069,United Kingdom,36.793891,5.328975,-2.939216069,58892514,17.89122454,0.357300887,-2.300527662,1,3.78413949,0.671,3.506217426,1,1,1.182956242,37.67,23.32023715,130.4178722,544.029,1.355963135,77.3,90,0,0,0,0,0,0,0,0,1.66E+12,4.93E+09,3.37E+13,5.263958,6.029167,80.21,69.29,91.12,0,0,0,0.28811492,1.62149042,2.535350758,1.465276136,1.309565709,3.624978225,2.235308724,2.678619806,6.409725186,7.888420744,7.396449258,0,0,0,0,89.53,92.7,0.722120141,0.705455644,0.705455644,-0.257311945,-2.193901029,0.065017,-0.133641572,0.024948912,0.643374877,4.783444667,4.7292986,4.502211,4.917086238,4.704349688,3.858836123,34.54315567,36.317478,45.0806332,0
652,2001,GBR,1639407.408,14.3098454,5.221590777,United Kingdom,34.017067,4.9295,-0.292090777,59119673,17.8950743,0.38497597,-2.136398393,1,2.343002673,0.619,2.730335651,1,1,1.532349603,112.74,25.74967742,127.2619216,531.171,0.234808389,77.6,90,2,39.497563,1,0,0,0,0,0,1.64E+12,-1.79E+10,3.34E+13,4.796749,5.0175,80.25,68.69,91.82,0,0,0,0.222712492,-2.939216069,1.62149042,2.535350758,1.465276136,1.309565709,3.624978225,2.235308724,2.678619806,6.409725186,7.888420744,0,0,0,0,90.81,92.83,0.767046814,0.712371148,0.712371148,-0.451507333,-1.293821516,0.132751,-0.390337068,-0.391944733,0.716519812,4.767700333,4.6437336,4.3228602,5.158037401,5.035678333,3.606340388,35.99806933,37.6062972,49.6846562,0
653,2002,GBR,1721570.283,14.35874739,4.890198961,United Kingdom,34.182988,4.894242,0.004043039,59370479,17.89930767,0.42333708,-2.161960374,0,-0.057869933,0.185,2.178744368,1,1,1.520402459,173.67,27.29246032,128.1625577,561.333,-1.875519399,78.5,90,0,0,0,0,0,0,0,0,1.78E+12,-5.69E+10,3.47E+13,4.783661,4.610833,79.61,68.94,90.27,0,0,0,0.237303961,-0.292090777,-2.939216069,1.62149042,2.535350758,1.465276136,1.309565709,3.624978225,2.235308724,2.678619806,6.409725186,0,0,0,0,90.78,89.77,0.770317233,0.734473826,0.734473826,0.099596854,-0.065629168,0.110581,0.137597433,-0.029620116,0.538893187,4.607583667,4.6671402,4.0252402,4.469986233,4.696760316,3.486347013,37.79577833,39.0733348,54.5872203,0
654,2003,GBR,1803323.803,14.40514208,4.639468977,United Kingdom,35.429412,4.526592,-0.112876977,59647577,17.90396409,0.465641114,-1.811205632,1,-1.321696256,0.998,3.321881725,1,1,1.376500385,203.43,21.98285714,122.9340046,637.975,-3.111874974,77.5,90,0,0,0,0,0,0,0,0,2.05E+12,-5.80E+10,3.89E+13,4.071143,4.015,80.34,69.84,90.84,0,0,0,0.255866347,0.004043039,-0.292090777,-2.939216069,1.62149042,2.535350758,1.465276136,1.309565709,3.624978225,2.235308724,2.678619806,0,0,0,0,91.15,90.52,0.789929559,0.754827777,0.754827777,0.342272619,-0.893594588,0.455449,-0.616963243,0.122001154,0.304986402,4.599278,4.6799668,3.8115593,5.216241243,4.557965646,3.506572898,39.47302867,41.8616294,59.4600887,0
655,2004,GBR,1913771.614,14.46458652,5.944444265,United Kingdom,38.381808,4.882267,-1.062177265,59987905,17.90965352,0.568943113,-2.330258973,1,-1.218821205,0.946,2.286278175,1,1,1.390397567,106.45,15.47964427,127.7658615,777.829,-3.054516308,77.7,90,2,34.182988,1,0,0,0,0,0,2.41E+12,-8.22E+10,4.39E+13,4.037231,4.274167,79.88,68.64,91.12,0,0,0,0.191121593,-0.112876977,0.004043039,-0.292090777,-2.939216069,1.62149042,2.535350758,1.465276136,1.309565709,3.624978225,2.235308724,0,0,0,0,92.46,89.78,0.810810674,0.775926248,0.775926248,-0.275335842,-1.286839126,0.845036,0.342317887,1.806183861,0.260066864,4.642280667,4.4330168,3.5802409,4.29996278,2.626832939,3.320174036,40.51848467,46.8477266,64.2411623,0
656,2005,GBR,1968627.14,14.49284697,2.826045458,United Kingdom,39.576115,4.413892,1.587846542,60401206,17.91651963,0.686611306,-1.969459174,0,-1.182289436,1.784,2.955691743,1,1,2.08913649,67.62,12.80897233,125.4283296,826.158,-3.128342515,79.2,90,0,0,0,0,0,0,0,0,2.53E+12,-2.28E+10,4.75E+13,3.354017,4.29,79.98,69.51,90.45,0,0,0,0.008606873,-1.062177265,-0.112876977,0.004043039,-0.292090777,-2.939216069,1.62149042,2.535350758,1.465276136,1.309565709,3.624978225,0,0,0,0,93.14,87.75,0.825417915,0.790669848,0.790669848,0.542226838,-1.303610355,1.059875,0.028112164,1.261800842,-0.092795708,4.701225,4.2751234,3.328955,4.673112836,3.013322558,3.421750708,43.783408,53.8437884,68.975869,0
657,2006,GBR,2108799.349,14.56162931,6.878234005,United Kingdom,40.461163,4.501675,-2.376559005,60846820,17.92387012,0.735048678,-2.864106377,1,-0.803431772,2.687,2.693800367,1,NA,2.455661664,89.66,12.80361111,126.1775004,888.915,-2.7564069,80.4,90,1,0,0,0,0,0,0,0,2.71E+12,8.17E+09,5.15E+13,3.764125,4.791667,79.72,68.82,90.62,0,0,0,0.007092696,1.587846542,-1.062177265,-0.112876977,0.004043039,-0.292090777,-2.939216069,1.62149042,2.535350758,1.465276136,1.309565709,0,0,0,0,93.73,87.52,0.839332766,0.803501042,0.803501042,0.878233405,-0.770282437,0.73755,3.27321059,1.824984357,-0.165409097,4.416505667,4.0019868,3.0093083,1.143295076,2.177002443,3.174717397,51.40045167,61.7630152,73.6086056,0
658,2007,GBR,2177276.634,14.5935854,3.195608876,United Kingdom,41.518176,5.011275,1.815666124,61322463,17.93165678,0.778666112,-3.392045427,0,-0.504961867,3.612,2.360575861,1,NA,2.386561508,80.9,17.53593625,128.2698534,1017.952,-2.643968475,79.9,90,0,0,0,0,1,0,0,0,3.09E+12,-4.67E+10,5.81E+13,4.217113,4.629167,79.27,68.37,90.18,0,0,0,0.016841322,-2.376559005,1.587846542,-1.062177265,-0.112876977,0.004043039,-0.292090777,-2.939216069,1.62149042,2.535350758,1.465276136,0,0,0,0,93.72,86.64,0.850382832,0.811409136,0.811409136,0.088219711,-0.466110974,0.794162,2.289965697,1.10740649,-0.646161255,3.954222333,3.3833402,2.6317616,1.664256636,2.27593371,3.277922855,62.413201,70.1011058,78.0813111,0
659,2008,GBR,2264898.174,14.63304036,3.945495625,United Kingdom,49.370885,4.590725,0.645229375,61806995,17.9395271,0.787032622,-3.960755589,0,-2.976858744,2.164,-0.278780161,1,NA,3.521408563,67.08,32.6955336,111.7660725,936.519,-5.125659191,79.4,90,0,0,0,0,0,0,0,0,2.92E+12,-7.54E+10,6.37E+13,3.984804,3.666667,79.4,70.11,88.69,0,0,1,0.130762374,1.815666124,-2.376559005,1.587846542,-1.062177265,-0.112876977,0.004043039,-0.292090777,-2.939216069,1.62149042,2.535350758,0,0,1,1,92.21,85.17,0.857651983,0.81901727,0.81901727,0.893026814,-0.317691734,0.605921,2.221342096,0.487971651,-0.926918124,3.469311333,2.9431518,2.3187549,1.247969237,2.455180149,3.245673024,72.642005,77.058548,81.7166498,0
660,2009,GBR,2182383.458,14.59592817,-3.711219272,United Kingdom,63.312294,3.647517,7.358736272,62276270,17.94709101,0.75639086,-3.307024503,0,-8.204000874,-2.997,-4.113949331,1,NA,1.961731736,60.78,31.47900794,100.3065982,749.514,-10.04143976,79,90,0,0,0,0,0,0,0,0,2.41E+12,-43288018787,6.04E+13,3.222218,3.256667,80,70.75,89.25,0,0,1,0.085965306,0.645229375,1.815666124,-2.376559005,1.587846542,-1.062177265,-0.112876977,0.004043039,-0.292090777,-2.939216069,1.62149042,0,0,1,1,91.67,86.83,0.865156988,0.828697797,0.828697797,1.648994106,2.317278002,0.425299,-0.822311066,-1.286050134,-1.911580243,2.892819667,2.727465,2.0475857,3.715130733,4.013515134,3.959165943,79.27411667,81.634598,83.9206425,0
661,2010,GBR,2288742.51,14.6435131,4.758493556,United Kingdom,74.556424,3.624425,-1.134068556,62766365,17.9549299,0.783888647,-3.121576434,1,-6.402484511,-2.033,2.074050953,1,NA,2.492654725,63.45,22.54888889,100,794.994,-9.230791263,76.5,85,1,63.312294,1,0,0,0,0,0,2.48E+12,86613513175,6.62E+13,2.744305,3.214167,80.75,72.82,88.67,0,0,1,0.098865741,7.358736272,0.645229375,1.815666124,-2.376559005,1.587846542,-1.062177265,-0.112876977,0.004043039,-0.292090777,-2.939216069,0,1,1,1,91.13,86.22,0.874579538,0.839848459,0.839848459,1.388845564,0.852611283,0.88012,-1.261603154,-1.447392257,-1.997970431,2.481272333,2.3827866,1.872381333,3.742875487,3.830178857,2.769416261,82.474674,84.1079496,86.8309001,0
662,2011,GBR,2351301.204,14.67047944,2.696633428,United Kingdom,80.057297,3.135992,0.439358572,63258810,17.96274496,0.781506562,-1.804488061,0,-4.349238004,-2.021,1.275708411,1,NA,3.856112447,61.01,24.1770751,99.8298157,870.529,-7.477858808,74.5,85,0,0,0,0,0,0,0,0,2.66E+12,1.69E+11,7.35E+13,2.609223,2.785833,81.44,74.21,88.68,0,0,1,0.03663246,-1.134068556,7.358736272,0.645229375,1.815666124,-2.376559005,1.587846542,-1.062177265,-0.112876977,0.004043039,-0.292090777,0,1,1,1,91.35,86.02,0.882088904,0.849318003,0.849318003,1.780937922,0.699270878,0.526769,-1.911846896,-2.155802551,-2.302636556,2.292302667,2.0166298,1.71443,4.204149563,4.172432351,2.777503243,84.51975633,85.454196,87.58352267,0
663,2012,GBR,2439691.339,14.70738209,3.690265214,United Kingdom,83.208629,1.918042,-1.772223214,63700215,17.9696985,0.695353132,-3.49806867,1,-5.290833489,-2.076,1.430396029,1,NA,2.573234797,58.66,17.80164,103.4029312,871.438,-8.131933613,74.1,90,0,0,0,0,0,0,0,0,2.70E+12,1.80E+11,7.52E+13,1.49513,1.8025,80.7,72.85,88.54,0,0,1,0.034690496,0.439358572,-1.134068556,7.358736272,0.645229375,1.815666124,-2.376559005,1.587846542,-1.062177265,-0.112876977,0.004043039,0,1,1,1,91.1,85.98,0.899206388,0.859030145,0.859030145,0.564743875,0.503897532,0.422912,-1.968032214,-2.399729,-2.378409891,2.286633,1.880183,1.685342571,4.254665214,4.279912,2.663407996,85.75794067,86.0615164,88.13038438,0
664,2013,GBR,2560720.871,14.75579937,4.841727819,United Kingdom,84.158096,2.389783,-2.451944819,64128273,17.9763959,0.669740536,-4.903001672,1,-2.703369996,-1.572,2.186113352,1,NA,2.291666667,77.1,14.23011905,102.0524906,892.947,-5.50261299,74.8,90,0,0,0,0,0,0,0,0,2.78E+12,1.36E+11,7.73E+13,1.571408,2.350833,80.73,72.59,88.88,0,0,1,0.099976004,-1.772223214,0.439358572,-1.134068556,7.358736272,0.645229375,1.815666124,-2.376559005,1.587846542,-1.062177265,-0.112876977,0,0,0,1,91.52,86.25,0.907456057,0.870817562,0.870817562,0.786945687,0.826834011,0.818375,-2.184948241,-2.341807899,-2.366154069,1.925108,1.694358,1.567935833,4.110056241,4.036165899,2.35221945,86.63475167,86.3747516,88.69785414,0
665,2014,GBR,2667371.06,14.79660392,4.080455654,United Kingdom,86.192544,2.569083,-1.511372654,64602298,17.98376054,0.736463979,-4.873891944,1,-2.896133923,-0.514,2.862728671,1,NA,1.451120163,119.33,14.17599206,108.703466,984.295,-5.531806627,74.9,90,0,0,0,0,0,0,0,0,3.07E+12,2.36E+11,7.95E+13,1.163512,2.540833,80.61,72.77,88.44,0,0,1,0.056838877,-2.451944819,-1.772223214,0.439358572,-1.134068556,7.358736272,0.645229375,1.815666124,-2.376559005,1.587846542,-1.062177265,0,0,0,1,91.04,85.85,0.905158861,0.878789755,0.878789755,0.544322214,-0.171102814,1.405571,-2.678442508,-2.537110352,-2.537110352,1.480683,1.3677064,1.3677064,4.159125508,3.904816752,2.064180083,86.652314,86.206687,89.11540583,0
666,2015,GBR,2771840.354,14.83502205,3.841812169,United Kingdom,86.923182,1.901033,-1.940779169,65116219,17.99168422,0.792367506,-5.020896925,1,-2.255312756,0.046,2.363069511,1,NA,0.368046842,113.14,16.6740873,113.7553895,949.994,-4.549496494,75.8,90,0,0,0,0,0,0,0,0,2.93E+12,2.73E+11,7.52E+13,0.4953091,2.135833,80.68,72.17,89.19,0,0,1,0.058314167,-1.511372654,-2.451944819,-1.772223214,0.439358572,-1.134068556,7.358736272,0.645229375,1.815666124,-2.376559005,1.587846542,0,0,0,1,90.72,87.65,0.908525152,0.885113391,0.885113391,-0.146373698,0.249419706,1.4057239,-2.75229589,-2.686193148,-2.686193148,1.333891333,1.23437475,1.23437475,4.086187223,1.708653666,1.708653666,86.25267733,89.5538506,89.5538506,0
667,2016,GBR,2896753.121,14.87910105,4.407900899,United Kingdom,86.788529,1.305208,-3.102692899,65611593,17.99926296,0.757874493,-5.484830642,1,-0.86079626,0.029,1.722385904,1,NA,1.008417368,103.81,15.82563492,102.3829961,878.938,-3.300175664,76.4,90,0,0,0,0,0,0,0,0,2.69E+12,3.73E+11,7.64E+13,0.09157856,1.841667,81.33,73.36,89.31,0,0,1,0.047824383,-1.940779169,-1.511372654,-2.451944819,-1.772223214,0.439358572,-1.134068556,7.358736272,0.645229375,1.815666124,-2.376559005,0,0,0,0,91.32,87.3,0.912264962,0.891693915,0.891693915,0.516668743,-0.253165838,1.21362944,-2.547359897,-2.547359897,-2.547359897,1.210763667,1.210763667,1.210763667,3.758123564,1.033841857,1.033841857,85.773908,90.245181,90.245181,0
668,2017,GBR,3021843.667,14.92137769,4.227663457,United Kingdom,86.245231,1.235808,-2.991855457,66058859,18.00605671,0.679374474,-3.772137161,1,0.266741711,0.207,1.740309443,1,NA,2.557755776,139.26,11.10194444,97.07727998,875.689,-2.420197249,76.4,93.8,0,0,0,0,0,0,0,0,2.66E+12,4.05E+11,8.13E+13,0.31638,2.33,82.02,74.19,89.85,0,0,1,0.049164375,-3.102692899,-1.940779169,-1.511372654,-2.451944819,-1.772223214,0.439358572,-1.134068556,7.358736272,0.645229375,1.815666124,0,0,0,0,92.43,87.27,0.916861382,0.89811682,0.89811682,1.048259218,0.427645772,0.919428,-2.325112118,-2.325112118,-2.325112118,1.1982415,1.1982415,1.1982415,-0.030765343,-0.030765343,-0.030765343,91.57849767,91.57849767,91.57849767,0
669,2018,GBR,3133332.404,14.95760766,3.622997313,United Kingdom,85.724272,1.460658,-2.162339313,66460344,18.012116,0.605929132,-3.667755082,1,0.206453936,0.036,1.252590613,1,NA,2.292839903,176.52,16.63984064,98.84672544,940.597,-2.211512603,78,92.2,0,0,0,0,0,0,0,0,2.86E+12,3.96E+11,8.63E+13,0.3964832,2.91,81.91,73.6,90.23,0,0,1,0.030423178,-2.991855457,-3.102692899,-1.940779169,-1.511372654,-2.451944819,-1.772223214,0.439358572,-1.134068556,7.358736272,0.645229375,0,0,0,0,93.06,87.39,0.92157796,0.902423409,0.902423409,0.560672242,-0.149743394,1.0641748,-2.487884922,-2.487884922,-2.487884922,0.935825,0.935825,0.935825,-1.857646671,-1.857646671,-1.857646671,94.5056105,94.5056105,94.5056105,0
670,2019,GBR,3242466.168,14.99184476,3.423709922,United Kingdom,85.352221,0.935825,-2.487884922,66836327,18.01775731,0.564131113,-3.092560493,1,-0.165579945,0.106,1.370814722,NA,NA,1.738104601,177.4,15.38753968,98.42422105,932.935,-2.307164755,78.9,92.3,8,80.057297,1,0,0,0,0,0,2.83E+12,2.81E+11,8.76E+13,-0.2536345,2.144167,NA,NA,NA,0,0,1,0.071193233,-2.162339313,-2.991855457,-3.102692899,-1.940779169,-1.511372654,-2.451944819,-1.772223214,0.439358572,-1.134068556,7.358736272,0,0,0,0,NA,NA,0.925240611,0.904672669,0.904672669,0.292437586,-0.074105474,1.1894595,NA,NA,NA,NA,NA,NA,-7.139003264,-7.139003264,-7.139003264,103.659,103.659,103.659,0
671,2020,GBR,3019055.912,14.92045473,-7.139003264,United Kingdom,103.659,NA,NA,67215293,18.02341135,0.565404595,-3.524010353,NA,NA,-4.361,-9.790240362,NA,NA,0.989486704,132.3,29.20865079,98.61849191,NA,-12.24238757,79.3,92.2,0,0,0,0,0,0,0,0,2.71E+12,2.18E+11,8.47E+13,NA,NA,NA,NA,NA,0,0,1,NA,-2.487884922,-2.162339313,-2.991855457,-3.102692899,-1.940779169,-1.511372654,-2.451944819,-1.772223214,0.439358572,-1.134068556,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
672,1960,GRC,6847.866,8.83169235,NA,Greece,8.5714325,NA,NA,8331725,15.93558108,NA,NA,NA,NA,NA,NA,NA,NA,1.47783379,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4335186017,NA,1.38E+12,6.425,4.116667,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-0.05877777,0.019857804,NA,NA,NA,NA,NA,NA,NA,17.91216109,15.49770165,13.88984935,10.02451757,11.01354234,14.00360117,1
673,1961,GRC,10059.651,9.216287751,38.45954013,Greece,8.9434862,NA,NA,8398050,15.94351009,0.792901847,NA,NA,NA,NA,13.20384119,NA,NA,2.103561662,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4961400439,NA,1.44E+12,5.875,3.8825,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-0.190114134,1.032837514,NA,NA,NA,NA,NA,NA,NA,8.682444633,9.750248556,11.2932806,11.1479905,12.0905399,15.00952295,1
674,1962,GRC,10327.582,9.242573459,2.6285708,Greece,9.6692495,NA,NA,8448233,15.94946787,0.595777103,NA,NA,NA,NA,0.364810538,NA,NA,-0.475436213,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5213047711,NA,1.55E+12,5.908333,3.945833,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-3.318716299,-1.674209561,NA,NA,NA,NA,NA,NA,NA,12.13346577,10.8935979,12.42126473,12.15165867,13.3594086,16.0312649,1
675,1963,GRC,11720.06,9.369057183,12.64837234,Greece,11.460817,NA,NA,8479625,15.95317679,0.370892005,NA,NA,NA,NA,11.84486767,NA,NA,3.184716045,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5895278024,NA,1.67E+12,6.05,4.0025,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.217755182,1.945046624,NA,NA,NA,NA,NA,NA,NA,11.15809988,10.70475788,12.46808985,13.10754433,14.5180344,16.5262249,1
676,1964,GRC,13052.841,9.47676109,10.77039076,Greece,12.313905,NA,NA,8510429,15.95680291,0.362612547,NA,NA,NA,NA,9.409676638,NA,NA,0.617284452,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6669673257,NA,1.82E+12,6.233333,4.186666,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-1.718443643,-0.661627113,NA,NA,NA,NA,NA,NA,NA,10.34974214,11.74789456,11.5872246,14.34077367,15.803355,17.0269981,1
677,1965,GRC,14862.216,9.606577432,12.98163421,Greece,12.680254,NA,NA,8550333,15.96148079,0.467787696,NA,NA,NA,NA,10.76801051,NA,NA,3.220861496,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7689154053,NA,1.99E+12,7.05,4.2825,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-0.021467889,1.635692232,NA,NA,NA,NA,NA,NA,NA,9.923921469,12.28199706,11.79213304,15.86533767,16.99366,17.6577202,1
678,1966,GRC,16379.735,9.703800179,9.722274669,Greece,14.328474,NA,NA,8613651,15.96885883,0.737804081,NA,NA,NA,NA,6.494502347,NA,NA,4.903408334,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,8591517944,NA,2.16E+12,8.125,4.923333,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.370349756,1.888332957,NA,NA,NA,NA,NA,NA,NA,12.01185464,12.83631264,12.01837182,17.33601567,17.928506,18.0734871,1
679,1967,GRC,17805.334,9.787253354,8.34531753,Greece,16.013593,NA,NA,8684088,15.97700294,0.814411517,NA,NA,NA,NA,5.669485467,NA,NA,1.841330313,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,9275600800,NA,2.29E+12,6.958333,5.073333,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.045284806,-0.93145531,NA,NA,NA,NA,NA,NA,NA,14.44746436,13.94893155,12.07649568,18.20874433,18.7031212,18.3368425,1
680,1968,GRC,20016.157,9.904295076,11.70417221,Greece,17.253946,NA,NA,8740765,15.98350827,0.65053289,NA,NA,NA,NA,7.2037189,NA,NA,0.139057819,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,10090675903,NA,2.48E+12,6.45,5.645833,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-1.331246573,-4.132738334,NA,NA,NA,NA,NA,NA,NA,14.71069116,14.23142183,12.28545661,18.79166367,18.5344154,19.0298078,1
681,1969,GRC,23485.907,10.06415582,15.98607417,Greece,18.740508,NA,NA,8772764,15.98716248,0.365420763,NA,NA,NA,NA,11.56366729,NA,NA,2.638886495,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,11615657031,NA,2.73E+12,6.841667,6.670833,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.726222549,-2.823499705,NA,NA,NA,NA,NA,NA,NA,14.01813713,11.42655464,11.80682167,19.17371733,18.2506412,19.4079529,1
682,1970,GRC,27465.262,10.22067729,15.6521467,Greece,18.631779,NA,NA,8792806,15.98944445,0.228196508,NA,NA,NA,NA,8.648471425,0.165,NA,2.841681991,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13139863636,NA,2.99E+12,8.316667,7.348333,30.75,32.7,28.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,13.72,43.87,NA,NA,NA,-0.608559676,-2.996573347,NA,NA,NA,NA,NA,NA,NA,13.17296276,11.30226902,11.17389939,18.43326333,18.3217804,19.7973973,1
683,1971,GRC,31120.306,10.34561581,12.4938526,Greece,19.002704,NA,NA,8831036,15.99378289,0.433844788,NA,NA,NA,NA,7.841176285,0.165,NA,3.28947824,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14591750000,NA,3.30E+12,7.991667,6.159167,30.87,32.31,29.43,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,14.99,43.87,NA,NA,NA,-1.951495931,-1.003288448,NA,NA,NA,NA,NA,NA,NA,9.662257968,11.200431,10.67201133,17.87290767,18.2184682,20.5652684,1
684,1972,GRC,35764.102,10.48469993,13.90841207,Greece,19.886669,NA,NA,8888628,16.00028326,0.650037188,NA,NA,NA,NA,10.16015163,0.165,NA,4.331215999,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,16885511364,NA,3.81E+12,7.875,6.21,31.32,32.11,30.53,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,17.2,43.87,NA,NA,NA,-1.15372072,1.058937752,NA,NA,NA,NA,NA,NA,NA,10.03636014,10.2040598,9.766748266,17.57317633,17.9705638,21.5075902,1
